SMILES;Name;InChI;Formula;MW;LogP;pKd;Structure;Synthesize;Chemical
NC(=[NH2])Nc1cc(O)c(cc1CN)OC(=O)c1nnc([nH]1)CCC;17/000000818;InChI=1S/C14H20N7O3/c1-2-3-11-19-12(21-20-11)13(23)24-10-4-7(6-15)8(5-9(10)22)18-14(16)17/h4-5,18,22H,2-3,6,15-17H2,1H3,(H,19,20,21);C14H19N7O3;333;0.96;5.46;-2.36;25.00;-80
Oc1c(OC(=O)c2nnc[nH]2)ccc(c1)CCF;17/000000581;InChI=1S/C11H10FN3O3/c12-4-3-7-1-2-9(8(16)5-7)18-11(17)10-13-6-14-15-10/h1-2,5-6,16H,3-4H2,(H,13,14,15);C11H10N3O3F;251;2.84;4.23;-2.79;3.58;-40
Oc1c(OC(=O)c2nnn[nH]2)ccc(c1)Cc1oncn1;17/000000684;InChI=1S/C11H8N6O4/c18-7-3-6(4-9-12-5-13-21-9)1-2-8(7)20-11(19)10-14-16-17-15-10/h1-3,5,18H,4H2,(H,14,15,16,17);C11H8N6O4;288;-0.05;4.14;-4.83;3.58;-40
Oc1c(OC(=O)c2nc(oc2)CC=C)cccc1c1cc[nH]c1;17/000000842;InChI=1S/C17H14N2O4/c1-2-4-15-19-13(10-22-15)17(21)23-14-6-3-5-12(16(14)20)11-7-8-18-9-11/h2-3,5-10,18,20H,1,4H2;C17H14N2O4;310;2.60;4.98;0.70;4.94;-120
Oc1c(OC(=O)c2nnc([nH]2)CCN)ccc(c1)[C@@H](CC)S;17/000001269;InChI=1S/C14H18N4O3S/c1-2-11(22)8-3-4-10(9(19)7-8)21-14(20)13-16-12(5-6-15)17-18-13/h3-4,7,11,19,22H,2,5-6,15H2,1H3,(H,16,17,18)/t11-/m1/s1;C14H18N4O3S;322;2.47;4.70;-1.10;22.60;-190
Oc1c(OC(=O)c2occc2)cc(cc1c1ccnn1C)C[NH3+];17/000000454;InChI=1S/C16H15N3O4/c1-19-12(4-5-18-19)11-7-10(9-17)8-14(15(11)20)23-16(21)13-3-2-6-22-13/h2-8,20H,9,17H2,1H3/p+1;C16H16N3O4;314;1.47;4.43;-4.78;23.80;-140
Oc1cc(c(cc1OC(=O)c1nnc[nH]1)C[NH3+])CCCl;17/000001556;InChI=1S/C12H13ClN4O3/c13-2-1-7-3-9(18)10(4-8(7)5-14)20-12(19)11-15-6-16-17-11/h3-4,6,18H,1-2,5,14H2,(H,15,16,17)/p+1;C12H14N4O3Cl;297;2.10;4.90;-4.72;3.58;-40
OC(=O)Cc1ccc(c(c1C=C)O)OC(=O)c1ncc(o1)CCCC;17/000001514;InChI=1S/C18H19NO6/c1-3-5-6-12-10-19-17(24-12)18(23)25-14-8-7-11(9-15(20)21)13(4-2)16(14)22/h4,7-8,10,22H,2-3,5-6,9H2,1H3,(H,20,21);C18H19NO6;345;2.11;4.54;0.13;6.45;-40
Oc1c(OC(=O)c2nnc[nH]2)cc(cc1N(=O)=O)O;17/000000733;InChI=1S/C9H6N4O6/c14-4-1-5(13(17)18)7(15)6(2-4)19-9(16)8-10-3-11-12-8/h1-3,14-15H,(H,10,11,12);C9H6N4O6;266;1.64;4.54;-1.80;2.35;0
Oc1c(OC(=O)N(=O)=O)ccc(c1)CS;17/000000114;InChI=1S/C8H7NO5S/c10-6-3-5(4-15)1-2-7(6)14-8(11)9(12)13/h1-3,10,15H,4H2;C8H7NO5S;229;1.92;4.46;-3.20;2.22;-20
Oc1c(OC(=O)c2nnc([nH]2)CCC)cc(cc1)CN;17/000000482;InChI=1S/C13H16N4O3/c1-2-3-11-15-12(17-16-11)13(19)20-10-6-8(7-14)4-5-9(10)18/h4-6,18H,2-3,7,14H2,1H3,(H,15,16,17);C13H16N4O3;276;2.13;4.33;-0.65;3.58;-20
Oc1c(OC(=O)c2nnc[nH]2)cccc1c1ncnc(n1)C=C;17/000000524;InChI=1S/C14H10N6O3/c1-2-10-15-6-16-12(19-10)8-4-3-5-9(11(8)21)23-14(22)13-17-7-18-20-13/h2-7,21H,1H2,(H,17,18,20);C14H10N6O3;310;1.67;4.72;-1.68;22.50;-200
OC(=S)Nc1ccc(c(c1)O)OC(=O)c1nnn[nH]1;17/000001353;InChI=1S/C9H7N5O4S/c15-5-3-4(10-9(17)19)1-2-6(5)18-8(16)7-11-13-14-12-7/h1-3,15H,(H2,10,17,19)(H,11,12,13,14);C9H7N5O4S;281;-0.06;4.01;-4.02;24.90;-40
C#C[C@H](c1ccc(c(c1)O)OC(=O)c1nnc[nH]1)N;17/000000640;InChI=1S/C12H10N4O3/c1-2-8(13)7-3-4-10(9(17)5-7)19-12(18)11-14-6-15-16-11/h1,3-6,8,17H,13H2,(H,14,15,16)/t8-/m1/s1;C12H10N4O3;258;1.41;4.35;-4.17;21.70;-170
Oc1ccc(cc1OC(=O)c1nnc([nH]1)CCC)Cc1nnc[nH]1;17/000000456;InChI=1S/C15H16N6O3/c1-2-3-12-18-14(21-20-12)15(23)24-11-6-9(4-5-10(11)22)7-13-16-8-17-19-13/h4-6,8,22H,2-3,7H2,1H3,(H,16,17,19)(H,18,20,21);C15H16N6O3;328;3.80;4.38;-3.42;4.94;-60
NC(=[NH2])Nc1cc(O)c(cc1CN)OC(=O)c1nnc([nH]1)CCC;17/000000817;InChI=1S/C14H20N7O3/c1-2-3-11-19-12(21-20-11)13(23)24-10-4-7(6-15)8(5-9(10)22)18-14(16)17/h4-5,18,22H,2-3,6,15-17H2,1H3,(H,19,20,21);C14H19N7O3;333;0.96;5.53;-2.21;25.00;-40
C#C[C@H](c1ccc(c(c1C(=O)NN)O)OC(=O)c1nnc[nH]1)N;17/000001080;InChI=1S/C13H12N6O4/c1-2-7(14)6-3-4-8(10(20)9(6)12(21)18-15)23-13(22)11-16-5-17-19-11/h1,3-5,7,20H,14-15H2,(H,18,21)(H,16,17,19)/t7-/m1/s1;C13H12N6O4;316;-0.18;4.98;-4.16;3.58;-190
Oc1c(OC(=O)c2nnn[nH]2)ccc(c1)c1sccc1;17/000001298;InChI=1S/C12H8N4O3S/c17-8-6-7(10-2-1-5-20-10)3-4-9(8)19-12(18)11-13-15-16-14-11/h1-6,17H,(H,13,14,15,16);C12H8N4O3S;288;1.29;4.30;-4.79;3.58;-180
ON[C@H](COC)c1ccc(c(c1)O)OC(=O)c1ncoc1;17/000001304;InChI=1S/C13H14N2O6/c1-19-5-9(15-18)8-2-3-12(11(16)4-8)21-13(17)10-6-20-7-14-10/h2-4,6-7,9,15-16,18H,5H2,1H3/t9-/m1/s1;C13H14N2O6;294;0.64;4.26;-3.28;20.60;-190
Oc1c(OC(=O)C(=O)O)ccc(c1)CCC;17/000000954;InChI=1S/C11H12O5/c1-2-3-7-4-5-9(8(12)6-7)16-11(15)10(13)14/h4-6,12H,2-3H2,1H3,(H,13,14);C11H11O5;223;1.19;4.39;-4.85;3.58;-40
OC(=O)[C@H](C(=O)Oc1ccccc1O)O;17/000000103;InChI=1S/C9H8O6/c10-5-3-1-2-4-6(5)15-9(14)7(11)8(12)13/h1-4,7,10-11H,(H,12,13)/t7-/m1/s1;C9H8O6;212;-0.39;4.99;0.79;2.22;-150
Oc1c(OC(=O)CC(=O)C/C=C(/CO)\C)cccc1CCCl;17/000000136;InChI=1S/C16H19ClO5/c1-11(10-18)5-6-13(19)9-15(20)22-14-4-2-3-12(7-8-17)16(14)21/h2-5,18,21H,6-10H2,1H3/b11-5+;C16H19O5Cl;326;1.25;4.18;2.18;5.09;-80
Oc1c(OC(=O)[C@H]2C=CCC2)cc(cc1N(=O)=O)O;17/000000369;InChI=1S/C12H11NO6/c14-8-5-9(13(17)18)11(15)10(6-8)19-12(16)7-3-1-2-4-7/h1,3,5-7,14-15H,2,4H2/t7-/m0/s1;C12H11NO6;265;1.40;5.03;0.05;2.35;-150
Oc1c(OC(=O)c2nnc[nH]2)cccc1/C=C/C(=C\C)/C;17/000000124;InChI=1S/C15H15N3O3/c1-3-10(2)7-8-11-5-4-6-12(13(11)19)21-15(20)14-16-9-17-18-14/h3-9,19H,1-2H3,(H,16,17,18)/b8-7+,10-3-;C15H15N3O3;285;3.40;4.78;-3.58;3.58;-120
Oc1c(OC(=O)c2nc(oc2)CO)cccc1c1cc[nH]c1;17/000001185;InChI=1S/C15H12N2O5/c18-7-13-17-11(8-21-13)15(20)22-12-3-1-2-10(14(12)19)9-4-5-16-6-9/h1-6,8,16,18-19H,7H2;C15H12N2O5;300;1.13;5.38;-0.20;3.58;-120
Oc1c(OC(=O)c2occc2)cc(c(c1)c1csc(=N)[nH]1)CO;17/000001218;InChI=1S/C15H12N2O5S/c16-15-17-10(7-23-15)9-5-11(19)13(4-8(9)6-18)22-14(20)12-2-1-3-21-12/h1-5,7,18-19H,6H2,(H2,16,17);C15H12N2O5S;332;2.18;4.18;-6.43;24.60;-160
Oc1c(OC(=O)c2nnc[nH]2)cccc1c1ccc(c(c1Br)O)O;17/000000561;InChI=1S/C15H10BrN3O5/c16-11-7(4-5-9(20)13(11)22)8-2-1-3-10(12(8)21)24-15(23)14-17-6-18-19-14/h1-6,20-22H,(H,17,18,19);C15H10N3O5Br;392;4.08;4.74;-3.61;22.60;-200
Oc1c(OC(=O)c2ncoc2)cccc1NC(=O)NCCl;17/000001503;InChI=1S/C12H10ClN3O5/c13-5-14-12(19)16-7-2-1-3-9(10(7)17)21-11(18)8-4-20-6-15-8/h1-4,6,17H,5H2,(H2,14,16,19);C12H10N3O5Cl;311;0.57;4.51;-1.76;5.09;0
Oc1c(OC(=O)C(=O)O)cc(c(c1)C/C=C\C)O;17/000001026;InChI=1S/C12H12O6/c1-2-3-4-7-5-9(14)10(6-8(7)13)18-12(17)11(15)16/h2-3,5-6,13-14H,4H2,1H3,(H,15,16)/b3-2-;C12H11O6;251;0.92;4.76;-5.03;3.58;-40
Oc1c(OC(=O)CCCC)c(O)cc(c1)c1ncsc1;17/000000155;InChI=1S/C14H15NO4S/c1-2-3-4-13(18)19-14-11(16)5-9(6-12(14)17)10-7-20-8-15-10/h5-8,16-17H,2-4H2,1H3;C14H15NO4S;293;2.81;4.06;-3.34;3.58;-180
Oc1c(OC(=O)c2nnc([nH]2)CCCCC(=O)O)cccc1;17/000000222;InChI=1S/C14H15N3O5/c18-9-5-1-2-6-10(9)22-14(21)13-15-11(16-17-13)7-3-4-8-12(19)20/h1-2,5-6,18H,3-4,7-8H2,(H,19,20)(H,15,16,17);C14H14N3O5;304;2.08;4.34;4.02;5.09;0
Oc1c(OC(=O)c2nnc([nH]2)CCCCC)cccc1;17/000000233;InChI=1S/C14H17N3O3/c1-2-3-4-9-12-15-13(17-16-12)14(19)20-11-8-6-5-7-10(11)18/h5-8,18H,2-4,9H2,1H3,(H,15,16,17);C14H17N3O3;275;3.72;4.08;1.49;5.09;-20
Oc1c(OC(=O)C(=O)O)cccc1C[NH2+]C;17/000000906;InChI=1S/C10H11NO5/c1-11-5-6-3-2-4-7(8(6)12)16-10(15)9(13)14/h2-4,11-12H,5H2,1H3,(H,13,14)/p+1;C10H11NO5;225;-0.14;4.29;-2.06;3.58;-20
Oc1c(OC(=O)c2nnc[nH]2)cc(cc1N(=O)=O)O;17/000000742;InChI=1S/C9H6N4O6/c14-4-1-5(13(17)18)7(15)6(2-4)19-9(16)8-10-3-11-12-8/h1-3,14-15H,(H,10,11,12);C9H6N4O6;266;1.64;4.43;-1.30;2.35;0
Oc1c(OC(=O)c2nnc[nH]2)ccc(c1)c1ncsc1C;17/000000162;InChI=1S/C13H10N4O3S/c1-7-11(15-6-21-7)8-2-3-10(9(18)4-8)20-13(19)12-14-5-16-17-12/h2-6,18H,1H3,(H,14,16,17);C13H10N4O3S;302;2.85;4.34;-5.67;3.58;-200
OC(=O)[C@@H](CCCc1ccccc1O)C=C;17/000001640;InChI=1S/C13H16O3/c1-2-10(13(15)16)7-5-8-11-6-3-4-9-12(11)14/h2-4,6,9-10,14H,1,5,7-8H2,(H,15,16)/t10-/m1/s1;C13H16O3;220;2.32;5.07;1.40;3.58;-150
Oc1c(OC(=O)c2nnc[nH]2)ccc(c1)c1nnc[nH]1;17/000000632;InChI=1S/C11H8N6O3/c18-7-3-6(9-12-4-14-16-9)1-2-8(7)20-11(19)10-13-5-15-17-10/h1-5,18H,(H,12,14,16)(H,13,15,17);C11H8N6O3;272;3.14;4.62;-3.79;22.90;-160
Oc1c(OC(=O)[C@H]2C=CCC2)cc(cc1N(=O)=O)O;17/000000725;InChI=1S/C12H11NO6/c14-8-5-9(13(17)18)11(15)10(6-8)19-12(16)7-3-1-2-4-7/h1,3,5-7,14-15H,2,4H2/t7-/m0/s1;C12H11NO6;265;1.40;5.03;0.05;2.35;-150
Oc1c(OC(=O)c2nc(oc2)CC=C)cc(cc1c1cc[nH]c1)CC(=O)N;17/000001209;InChI=1S/C19H17N3O5/c1-2-3-17-22-14(10-26-17)19(25)27-15-7-11(8-16(20)23)6-13(18(15)24)12-4-5-21-9-12/h2,4-7,9-10,21,24H,1,3,8H2,(H2,20,23);C19H17N3O5;367;1.30;4.91;-3.05;6.45;-140
Oc1c(OC(=O)c2nnn[nH]2)ccc(c1)Cc1oncn1;17/000000682;InChI=1S/C11H8N6O4/c18-7-3-6(4-9-12-5-13-21-9)1-2-8(7)20-11(19)10-14-16-17-15-10/h1-3,5,18H,4H2,(H,14,15,16,17);C11H8N6O4;288;-0.05;4.21;-4.35;3.58;-60
Oc1c(OC(=O)c2nnc[nH]2)cccc1c1scc(n1)C;17/000000173;InChI=1S/C13H10N4O3S/c1-7-5-21-12(16-7)8-3-2-4-9(10(8)18)20-13(19)11-14-6-15-17-11/h2-6,18H,1H3,(H,14,15,17);C13H10N4O3S;302;2.82;5.03;-1.70;25.00;-140
O[P@@H](=O)Oc1ccc(c(c1)CO)c1ocnc1CC;17/000001121;InChI=1S/C12H14NO5P/c1-2-11-12(17-7-13-11)10-4-3-9(18-19(15)16)5-8(10)6-14/h3-5,7,14,19H,2,6H2,1H3,(H,15,16);C12H14NO5P;283;0.43;4.58;-1.86;19.00;-140
Oc1c(OC(=O)c2nnc[nH]2)cc(cc1c1[nH]ncc1Cl)COC;17/000001521;InChI=1S/C14H12ClN5O4/c1-23-5-7-2-8(11-9(15)4-17-19-11)12(21)10(3-7)24-14(22)13-16-6-18-20-13/h2-4,6,21H,5H2,1H3,(H,17,19)(H,16,18,20);C14H12N5O4Cl;349;3.13;4.46;-4.75;5.24;-140
Oc1c(OC(=O)c2occc2)cc(cc1CNCO)C[NH3+];17/000000388;InChI=1S/C14H16N2O5/c15-6-9-4-10(7-16-8-17)13(18)12(5-9)21-14(19)11-2-1-3-20-11/h1-5,16-18H,6-8,15H2/p+1;C14H17N2O5;293;-0.12;4.28;-4.21;5.09;0
OC(=O)CCCCc1c(O)cc(c(c1)c1nncs1)S;17/000001669;InChI=1S/C13H14N2O3S2/c16-10-6-11(19)9(13-15-14-7-20-13)5-8(10)3-1-2-4-12(17)18/h5-7,16,19H,1-4H2,(H,17,18);C13H14N2O3S2;310;3.50;4.04;-3.76;22.60;-160
Oc1c(OC(=O)c2nnc[nH]2)cccc1C[C@H](c1ocnc1)F;17/000001341;InChI=1S/C14H11FN4O4/c15-9(11-5-16-7-22-11)4-8-2-1-3-10(12(8)20)23-14(21)13-17-6-18-19-13/h1-3,5-7,9,20H,4H2,(H,17,18,19)/t9-/m1/s1;C14H11N4O4F;318;2.06;4.25;-2.36;3.58;-190
C#C[C@H](c1ccc(c(c1)O)OC(=O)c1nnc[nH]1)N;17/000000654;InChI=1S/C12H10N4O3/c1-2-8(13)7-3-4-10(9(17)5-7)19-12(18)11-14-6-15-16-11/h1,3-6,8,17H,13H2,(H,14,15,16)/t8-/m1/s1;C12H10N4O3;258;1.41;4.18;-2.98;21.70;-170
OCCCC[C@@H](c1cccc(c1O)OC(=O)C(=O)O)N;17/000001224;InChI=1S/C13H17NO6/c14-9(5-1-2-7-15)8-4-3-6-10(11(8)16)20-13(19)12(17)18/h3-4,6,9,15-16H,1-2,5,7,14H2,(H,17,18)/t9-/m0/s1;C13H16NO6;282;-0.06;4.92;-2.61;5.09;-190
Oc1c(OC(=O)c2nnn[nH]2)ccc(c1)OC;17/000001247;InChI=1S/C9H8N4O4/c1-16-5-2-3-7(6(14)4-5)17-9(15)8-10-12-13-11-8/h2-4,14H,1H3,(H,10,11,12,13);C9H8N4O4;236;0.24;4.11;-1.79;2.22;-20
Oc1c(OC(=O)c2occc2)cc(cc1)C[NH3+];17/000000746;InChI=1S/C12H11NO4/c13-7-8-3-4-9(14)11(6-8)17-12(15)10-2-1-5-16-10/h1-6,14H,7,13H2/p+1;C12H12NO4;234;0.94;4.32;-2.51;2.22;0
Oc1c(OC(=O)C(=O)O)cccc1C1=CCON1;17/000001202;InChI=1S/C11H9NO6/c13-9-6(7-4-5-17-12-7)2-1-3-8(9)18-11(16)10(14)15/h1-4,12-13H,5H2,(H,14,15);C11H8NO6;250;0.88;4.99;-2.33;3.58;-120
Oc1c(OC(=O)N(=O)=O)ccc(c1)CS;17/000000739;InChI=1S/C8H7NO5S/c10-6-3-5(4-15)1-2-7(6)14-8(11)9(12)13/h1-3,10,15H,4H2;C8H7NO5S;229;1.92;4.46;-3.20;2.22;-20
Oc1c(OC(=O)c2nnc[nH]2)cc(cc1N(=O)=O)CON;17/000001075;InChI=1S/C10H9N5O6/c11-20-3-5-1-6(15(18)19)8(16)7(2-5)21-10(17)9-12-4-13-14-9/h1-2,4,16H,3,11H2,(H,12,13,14);C10H9N5O6;295;0.73;4.76;-4.46;3.85;-20
Oc1c(OC(=O)c2nnc[nH]2)cccc1C=C;17/000001163;InChI=1S/C11H9N3O3/c1-2-7-4-3-5-8(9(7)15)17-11(16)10-12-6-13-14-10/h2-6,15H,1H2,(H,12,13,14);C11H9N3O3;231;2.67;4.53;-1.76;2.22;0
Oc1c(OC(=O)c2nnn[nH]2)ccc(c1)Cc1oncn1;17/000000686;InChI=1S/C11H8N6O4/c18-7-3-6(4-9-12-5-13-21-9)1-2-8(7)20-11(19)10-14-16-17-15-10/h1-3,5,18H,4H2,(H,14,15,16,17);C11H8N6O4;288;-0.05;4.11;-3.93;3.58;-40
OC(=O)[C@@H](CCCc1ccccc1O)C=C;17/000001642;InChI=1S/C13H16O3/c1-2-10(13(15)16)7-5-8-11-6-3-4-9-12(11)14/h2-4,6,9-10,14H,1,5,7-8H2,(H,15,16)/t10-/m1/s1;C13H16O3;220;2.32;5.14;1.36;3.58;-150
Oc1c(OC(=O)[C@H]2C=CCC2)cc(cc1N(=O)=O)O;17/000001156;InChI=1S/C12H11NO6/c14-8-5-9(13(17)18)11(15)10(6-8)19-12(16)7-3-1-2-4-7/h1,3,5-7,14-15H,2,4H2/t7-/m0/s1;C12H11NO6;265;1.40;5.15;-0.52;2.35;-150
Oc1c(OC(=O)c2nnc[nH]2)ccc(c1)/C(=C\C)/CCC;17/000000929;InChI=1S/C15H17N3O3/c1-3-5-10(4-2)11-6-7-13(12(19)8-11)21-15(20)14-16-9-17-18-14/h4,6-9,19H,3,5H2,1-2H3,(H,16,17,18)/b10-4-;C15H17N3O3;287;3.74;4.61;-5.28;3.58;-140
Oc1c(OC(=O)c2nc(oc2)C[NH3+])ccc(c1)[C@H](C)O;17/000001317;InChI=1S/C13H14N2O5/c1-7(16)8-2-3-11(10(17)4-8)20-13(18)9-6-19-12(5-14)15-9/h2-4,6-7,16-17H,5,14H2,1H3/p+1/t7-/m0/s1;C13H15N2O5;279;0.12;4.96;-0.07;2.35;-170
OC(=O)CCCCc1c(O)ccc(c1)C[N@@H+](CC)C;17/000001615;InChI=1S/C15H23NO3/c1-3-16(2)11-12-8-9-14(17)13(10-12)6-4-5-7-15(18)19/h8-10,17H,3-7,11H2,1-2H3,(H,18,19)/p+1;C15H24NO3;266;2.10;4.60;-1.99;3.58;-80
Oc1c(OC(=O)c2nnn[nH]2)ccc(c1)C(=O)CCC;17/000001389;InChI=1S/C12H12N4O4/c1-2-3-8(17)7-4-5-10(9(18)6-7)20-12(19)11-13-15-16-14-11/h4-6,18H,2-3H2,1H3,(H,13,14,15,16);C12H12N4O4;276;0.77;4.12;-5.25;3.58;-40
Oc1c(OC(=O)c2nnc[nH]2)cccc1CCF;17/000000836;InChI=1S/C11H10FN3O3/c12-5-4-7-2-1-3-8(9(7)16)18-11(17)10-13-6-14-15-10/h1-3,6,16H,4-5H2,(H,13,14,15);C11H10N3O3F;251;2.84;4.10;-0.32;3.58;0
Oc1c(OC(=O)c2snnc2)ccc(c1)CO;17/000000304;InChI=1S/C10H8N2O4S/c13-5-6-1-2-8(7(14)3-6)16-10(15)9-4-11-12-17-9/h1-4,13-14H,5H2;C10H8N2O4S;252;1.36;4.08;-2.01;2.22;0
Oc1c(OC(=O)c2nnc([nH]2)CCC)ccc(c1)S(=O)(=O)N;17/000000244;InChI=1S/C12H14N4O5S/c1-2-3-10-14-11(16-15-10)12(18)21-9-5-4-7(6-8(9)17)22(13,19)20/h4-6,17H,2-3H2,1H3,(H2,13,19,20)(H,14,15,16);C12H14N4O5S;326;1.35;4.29;-2.34;24.40;-80
Oc1c(OC(=O)c2ncoc2)cccc1c1cc[nH]c1;17/000000402;InChI=1S/C14H10N2O4/c17-13-10(9-4-5-15-6-9)2-1-3-12(13)20-14(18)11-7-19-8-16-11/h1-8,15,17H;C14H10N2O4;270;1.93;4.31;-1.79;3.58;-120
Oc1c(OC(=O)c2occc2)ccc(c1)c1[nH][nH]c(=O)c1;17/000000252;InChI=1S/C14H10N2O5/c17-10-6-8(9-7-13(18)16-15-9)3-4-11(10)21-14(19)12-2-1-5-20-12/h1-7,17H,(H2,15,16,18);C14H10N2O5;286;1.74;4.14;-4.65;3.58;-180
O[P@@H](=O)Oc1ccc(c(c1)CO)c1oc(nc1CC)CF;17/000001629;InChI=1S/C13H15FNO5P/c1-2-11-13(19-12(6-14)15-11)10-4-3-9(20-21(17)18)5-8(10)7-16/h3-5,16,21H,2,6-7H2,1H3,(H,17,18);C13H15NO5PF;315;0.77;4.40;-3.62;22.30;-180
OC(=O)[C@@H](c1ccc(c(c1)O)OC(=O)c1ncoc1)N;17/000000792;InChI=1S/C12H10N2O6/c13-10(11(16)17)6-1-2-9(8(15)3-6)20-12(18)7-4-19-5-14-7/h1-5,10,15H,13H2,(H,16,17)/t10-/m1/s1;C12H10N2O6;278;-0.36;4.14;-3.76;3.58;-170
Oc1cc(ccc1OC(=O)C(=O)O)C1=C(CF)CN=C1;17/000001551;InChI=1S/C13H10FNO5/c14-4-8-5-15-6-9(8)7-1-2-11(10(16)3-7)20-13(19)12(17)18/h1-3,6,16H,4-5H2,(H,17,18);C13H9NO5F;278;0.07;4.55;-5.23;3.58;-180
Oc1c(OC(=O)c2occc2)ccc(c1)c1[nH][nH]c(=O)c1;17/000000254;InChI=1S/C14H10N2O5/c17-10-6-8(9-7-13(18)16-15-9)3-4-11(10)21-14(19)12-2-1-5-20-12/h1-7,17H,(H2,15,16,18);C14H10N2O5;286;1.74;4.19;-5.02;3.58;-180
Oc1c(OC(=O)c2nnc([nH]2)CCN)ccc(c1)[C@@H](CC)S;17/000001272;InChI=1S/C14H18N4O3S/c1-2-11(22)8-3-4-10(9(19)7-8)21-14(20)13-16-12(5-6-15)17-18-13/h3-4,7,11,19,22H,2,5-6,15H2,1H3,(H,16,17,18)/t11-/m1/s1;C14H18N4O3S;322;2.47;4.12;-1.90;22.60;-190
Oc1c(OC(=O)c2nnc[nH]2)ccc(c1)SC(S)(F)F;17/000001395;InChI=1S/C10H7F2N3O3S2/c11-10(12,19)20-5-1-2-7(6(16)3-5)18-9(17)8-13-4-14-15-8/h1-4,16,19H,(H,13,14,15);C10H7N3O3S2F2;319;3.54;4.29;-4.77;3.58;-170
OC(=O)CCCCc1ccc(cc1O)Nc1sncc1;17/000001595;InChI=1S/C14H16N2O3S/c17-12-9-11(16-13-7-8-15-20-13)6-5-10(12)3-1-2-4-14(18)19/h5-9,16-17H,1-4H2,(H,18,19);C14H16N2O3S;292;2.11;4.00;-5.33;20.10;-60
Oc1c(OC(=O)c2nnc[nH]2)cccc1C[C@H](c1ocnc1)F;17/000001348;InChI=1S/C14H11FN4O4/c15-9(11-5-16-7-22-11)4-8-2-1-3-10(12(8)20)23-14(21)13-17-6-18-19-13/h1-3,5-7,9,20H,4H2,(H,17,18,19)/t9-/m1/s1;C14H11N4O4F;318;2.06;4.85;-1.08;3.58;-150
Oc1c(OC(=O)C(=O)O)ccc(c1)C/C=C\C;17/000000536;InChI=1S/C12H12O5/c1-2-3-4-8-5-6-10(9(13)7-8)17-12(16)11(14)15/h2-3,5-7,13H,4H2,1H3,(H,14,15)/b3-2-;C12H11O5;235;1.33;4.49;-5.33;3.58;-60
Oc1c(OC(=O)c2nnn[nH]2)ccc(c1)CN(C)C(=S)Cl;17/000000569;InChI=1S/C11H10ClN5O3S/c1-17(11(12)21)5-6-2-3-8(7(18)4-6)20-10(19)9-13-15-16-14-9/h2-4,18H,5H2,1H3,(H,13,14,15,16);C11H10N5O3SCl;327;0.51;4.35;-4.01;3.58;-80
Oc1c(OC(=O)c2nnc([nH]2)CCCCC)cccc1;17/000000197;InChI=1S/C14H17N3O3/c1-2-3-4-9-12-15-13(17-16-12)14(19)20-11-8-6-5-7-10(11)18/h5-8,18H,2-4,9H2,1H3,(H,15,16,17);C14H17N3O3;275;3.72;4.21;2.19;5.09;-20
Oc1c(OC(=O)c2nnc([nH]2)CCC)cc(c(c1)OCCN)CN;17/000001011;InChI=1S/C15H21N5O4/c1-2-3-13-18-14(20-19-13)15(22)24-12-6-9(8-17)11(7-10(12)21)23-5-4-16/h6-7,21H,2-5,8,16-17H2,1H3,(H,18,19,20);C15H21N5O4;335;1.27;5.37;-3.13;5.08;-60
OC(=O)CCCCc1c(O)ccc(c1)C/C=C(\C)/C=C/C;17/000001116;InChI=1S/C18H24O3/c1-3-6-14(2)9-10-15-11-12-17(19)16(13-15)7-4-5-8-18(20)21/h3,6,9,11-13,19H,4-5,7-8,10H2,1-2H3,(H,20,21)/b6-3+,14-9+;C18H24O3;288;3.32;4.39;-4.68;3.58;-170
Oc1c(OC(=O)c2nnc[nH]2)cccc1C=S;17/000001089;InChI=1S/C10H7N3O3S/c14-8-6(4-17)2-1-3-7(8)16-10(15)9-11-5-12-13-9/h1-5,14H,(H,11,12,13);C10H7N3O3S;249;2.11;4.35;-2.06;2.22;0
Oc1c(OC(=O)c2ncoc2)ccc(c1)[C@H](C)O;17/000001071;InChI=1S/C12H11NO5/c1-7(14)8-2-3-11(10(15)4-8)18-12(16)9-5-17-6-13-9/h2-7,14-15H,1H3/t7-/m0/s1;C12H11NO5;249;0.99;4.36;-2.44;2.35;-170
O[P@@H](=O)Oc1ccc(c(c1)CO)c1ocnc1CC=S;17/000001132;InChI=1S/C12H12NO5PS/c14-6-8-5-9(18-19(15)16)1-2-10(8)12-11(3-4-20)13-7-17-12/h1-2,4-5,7,14,19H,3,6H2,(H,15,16);C12H12NO5PS;313;0.04;4.31;-2.94;22.70;-120
Oc1c(OC(=O)c2ncoc2)ccc(c1NC(=O)N)c1[nH]ncc1;17/000001398;InChI=1S/C14H11N5O5/c15-14(22)18-11-7(8-3-4-17-19-8)1-2-10(12(11)20)24-13(21)9-5-23-6-16-9/h1-6,20H,(H,17,19)(H3,15,18,22);C14H11N5O5;329;0.37;4.51;-4.78;5.09;-180
Oc1c(OC(=O)c2nnn[nH]2)cccc1/C=C\C;17/000001560;InChI=1S/C11H10N4O3/c1-2-4-7-5-3-6-8(9(7)16)18-11(17)10-12-14-15-13-10/h2-6,16H,1H3,(H,12,13,14,15)/b4-2-;C11H10N4O3;246;1.15;4.57;-1.30;3.58;-20
