SMILES,Name,InChI,Formula,MW,LogP,pKd,Structure,Synthesize,Chemical,SA_Score,SA_Score_Binary,Database,HBA,HBD,TPSA,RotBonds,NumCarbons,NumOxygens,NumNitrogens,FractionCarbons,FractionOxygens,FractionNitrogens,CSP3,ChiralCarbonFraction,HeavyAtoms,NumRings,AliphaticRings,AromaticRings,Heterocycles,AliphaticHeterocycles,AromaticHeterocycles,SpiroAtoms,BridgeheadAtoms
OCC[NH2+]C/C=C\C(=O)C[NH2+]Cc1ccc(c(c1)Cl)Cl,8/000000053,"InChI=1S/C14H18Cl2N2O2/c15-13-4-3-11(8-14(13)16)9-18-10-12(20)2-1-5-17-6-7-19/h1-4,8,17-19H,5-7,9-10H2/p+2/b2-1-",C14H20N2O2Cl2,318.08908608018,-0.2621999999999989,4.05,-2.92,3.58,-20,4.426557553633195,1,CONCAT,2,3,70.52000000000001,9,14,2,2,0.7,0.1,0.1,0.35714285714285715,0.0,20,1,0,1,0,0,0,0,0
[nH]1c(nnc1C[NH2+]C)[C@@H](n1nc[nH]c1=O)Cl,26/000000024,"InChI=1S/C7H10ClN7O/c1-9-2-4-12-6(14-13-4)5(8)15-7(16)10-3-11-15/h3,5,9H,2H2,1H3,(H,10,11,16)(H,12,13,14)/p+1/t5-/m1/s1",C7H11N7OCl,244.07081207208998,-1.831599999999999,4.05,7.23,20.4,-170,5.384085392421536,1,CONCAT,5,3,108.85999999999999,4,7,1,7,0.4375,0.0625,0.4375,0.42857142857142855,0.14285714285714285,16,2,0,2,2,0,2,0,0
OC(=O)c1cc(O)ccc1CCCc1ccc2c([nH]1)ncn2,12/000000032,"InChI=1S/C16H15N3O3/c20-12-6-4-10(13(8-12)16(21)22)2-1-3-11-5-7-14-15(19-11)18-9-17-14/h4-9,20H,1-3H2,(H,21,22)(H,17,18,19)",C16H15N3O3,297.1113413400001,2.4886,4.05,-9.39,3.72,-100,2.5847607198241196,1,CONCAT,4,3,99.1,5,16,3,3,0.7272727272727273,0.13636363636363635,0.13636363636363635,0.1875,0.0,22,3,2,1,2,2,0,0,0
Oc1cc(cc(c1c1ccc[nH]1)N)/C=C\CN,6/000000005,"InChI=1S/C13H15N3O/c14-5-1-3-9-7-10(15)13(12(17)8-9)11-4-2-6-16-11/h1-4,6-8,16-17H,5,14-15H2/b3-1-",C13H15N3O,229.1215121,1.9414,4.05,-5.09,3.58,-160,3.062391581840556,1,CONCAT,3,4,88.05999999999999,3,13,1,3,0.7647058823529411,0.058823529411764705,0.17647058823529413,0.07692307692307693,0.0,17,2,0,2,1,0,1,0,0
Oc1c(S)c(cc(c1)Br)/C=C/[C@@H](CO)O,15/000000288,"InChI=1S/C10H11BrO3S/c11-7-3-6(1-2-8(13)5-12)10(15)9(14)4-7/h1-4,8,12-15H,5H2/b2-1+/t8-/m0/s1",C10H11O3SBr,289.961227312,1.809800000000001,4.05,-8.73,2.22,-190,3.776672728184814,1,CONCAT,4,4,60.69,3,10,3,0,0.6666666666666666,0.2,0.0,0.2,0.1,15,1,0,1,0,0,0,0,0
Oc1c(OC(=O)c2nc(=O)o[nH]2)cccc1,17/000000117,"InChI=1S/C9H6N2O5/c12-5-3-1-2-4-6(5)15-8(13)7-10-9(14)16-11-7/h1-4,12H,(H,10,11,14)",C9H6N2O5,222.027671292,0.2876999999999999,4.05,-0.73,2.22,0,2.667422321502178,1,CONCAT,6,2,105.42000000000002,2,9,5,2,0.5625,0.3125,0.125,0.0,0.0,16,2,0,2,1,0,1,0,0
O[C@H](NCCCC)C1=NNC(=O)/C/1=C\C(=O)O,1/000001016,"InChI=1S/C10H15N3O4/c1-2-3-4-11-10(17)8-6(5-7(14)15)9(16)13-12-8/h5,10-11,17H,2-4H2,1H3,(H,13,16)(H,14,15)/b6-5-/t10-/m0/s1",C10H15N3O4,241.10625596,-0.8086999999999986,4.05,6.43,3.58,-170,3.786348916973962,1,CONCAT,5,4,111.02,6,10,4,3,0.5882352941176471,0.23529411764705882,0.17647058823529413,0.5,0.1,17,1,1,0,1,1,0,0,0
Oc1ccc(c(c1)/C(=C\C)/c1ccn(c1)[C@H](CO)F)F,16/000000043,"InChI=1S/C15H15F2NO2/c1-2-12(13-7-11(20)3-4-14(13)16)10-5-6-18(8-10)15(17)9-19/h2-8,15,19-20H,9H2,1H3/b12-2-/t15-/m1/s1",C15H15NO2F2,279.10708516000005,3.244800000000002,4.05,-4.56,5.09,-190,3.6819173278492574,1,CONCAT,3,2,45.39,4,15,2,1,0.75,0.1,0.05,0.2,0.06666666666666667,20,2,0,2,1,0,1,0,0
ONC/C=C/CC1=C[C@@H](C=C(O1)CC(=O)O)CC,1/000000475,"InChI=1S/C13H19NO4/c1-2-10-7-11(5-3-4-6-14-17)18-12(8-10)9-13(15)16/h3-4,7-8,10,14,17H,2,5-6,9H2,1H3,(H,15,16)/b4-3+/t10-/m0/s1",C13H18NO4,253.131408088,2.2104,4.05,-4.34,6.32,-170,4.520174804603581,1,CONCAT,4,3,78.78999999999999,7,13,4,1,0.7222222222222222,0.2222222222222222,0.05555555555555555,0.46153846153846156,0.07692307692307693,18,1,1,0,1,1,0,0,0
O=Nc1c(O)cc(c(c1)F)CN[C@H]1COC=CC1,16/000000021,"InChI=1S/C12H13FN2O3/c13-10-5-11(15-17)12(16)4-8(10)6-14-9-2-1-3-18-7-9/h1,3-5,9,14,16H,2,6-7H2/t9-/m1/s1",C12H13N2O3F,252.091020496,2.3214000000000006,4.05,-5.38,2.48,-150,3.87598456025969,1,CONCAT,5,2,70.92,4,12,3,2,0.6666666666666666,0.16666666666666666,0.1111111111111111,0.3333333333333333,0.08333333333333333,18,2,1,1,1,1,0,0,0
SCCOc1cc(OC(=O)COC)cc2c1s/c(=C/CN)/[nH]2,30/000000064,"InChI=1S/C14H18N2O4S2/c1-18-8-13(17)20-9-6-10-14(11(7-9)19-4-5-21)22-12(16-10)2-3-15/h2,6-7,16,21H,3-5,8,15H2,1H3/b12-2+",C14H18N2O4S2,342.07079905600006,1.8647,4.05,-6.94,22.2,-120,3.5874829105366324,1,CONCAT,8,3,82.81,7,14,4,2,0.6363636363636364,0.18181818181818182,0.09090909090909091,0.35714285714285715,0.0,22,2,1,1,1,1,0,0,0
Oc1cc(ccc1Cc1ncsc1)NC(=O)C,14/000000009,"InChI=1S/C12H12N2O2S/c1-8(15)14-10-3-2-9(12(16)5-10)4-11-6-17-7-13-11/h2-3,5-7,16H,4H2,1H3,(H,14,15)",C12H12N2O2S,248.061948624,2.397900000000001,4.05,-1.02,2.22,-20,2.3973290818405566,1,CONCAT,4,2,62.220000000000006,3,12,2,2,0.7058823529411765,0.11764705882352941,0.11764705882352941,0.16666666666666666,0.0,17,2,0,2,1,0,1,0,0
OC(=O)c1c(O)cccc1COC(=O)[C@H](C=C)c1[nH]nnn1,12/000000053,"InChI=1S/C13H12N4O5/c1-2-8(11-14-16-17-15-11)13(21)22-6-7-4-3-5-9(18)10(7)12(19)20/h2-5,8,18H,1,6H2,(H,19,20)(H,14,15,16,17)/t8-/m1/s1",C13H11N4O5,304.0807694840001,0.6164999999999998,4.05,-5.36,3.72,-190,3.539654423061979,1,CONCAT,7,3,138.29000000000002,6,13,5,4,0.5909090909090909,0.22727272727272727,0.18181818181818182,0.15384615384615385,0.07692307692307693,22,2,0,2,1,0,1,0,0
Oc1c(OC(=O)CCCC)c(O)cc(c1)/C=C/C,17/000000148,"InChI=1S/C14H18O4/c1-3-5-7-13(17)18-14-11(15)8-10(6-4-2)9-12(14)16/h4,6,8-9,15-16H,3,5,7H2,1-2H3/b6-4+",C14H18O4,250.120509056,3.2265000000000015,4.05,-3.17,3.58,-100,2.561232380466013,1,CONCAT,4,2,66.76,5,14,4,0,0.7777777777777778,0.2222222222222222,0.0,0.35714285714285715,0.0,18,1,0,1,0,0,0,0,0
Sc1nnc([nH]1)[C@@H](CCNCCN)N,1/000001039,"InChI=1S/C7H16N6S/c8-2-4-10-3-1-5(9)6-11-7(14)13-12-6/h5,10H,1-4,8-9H2,(H2,11,12,13,14)/t5-/m1/s1",C7H16N6S,216.11571551199998,-0.9683999999999995,4.05,2.71,3.58,-150,4.061168271996112,1,CONCAT,6,5,105.64,6,7,0,6,0.5,0.0,0.42857142857142855,0.7142857142857143,0.14285714285714285,14,1,0,1,1,0,1,0,0
ONCCCC[C@@H](CC(=O)C)n1nccc1,1/000000031,"InChI=1S/C11H19N3O2/c1-10(15)9-11(5-2-3-7-13-16)14-8-4-6-12-14/h4,6,8,11,13,16H,2-3,5,7,9H2,1H3/t11-/m0/s1",C11H19N3O2,225.147726848,1.5523999999999998,4.05,-1.34,3.58,-170,3.4967346231907683,1,CONCAT,5,2,67.15,8,11,2,3,0.6875,0.125,0.1875,0.6363636363636364,0.09090909090909091,16,1,0,1,1,0,1,0,0
Oc1c(Nc2ccc(cc2F)Br)ccc2c1ncnc2,9/000000001,"InChI=1S/C14H9BrFN3O/c15-9-2-4-11(10(16)5-9)19-12-3-1-8-6-17-7-18-13(8)14(12)20/h1-7,19-20H",C14H9N3OFBr,332.9913022280001,3.9806000000000017,4.05,-7.31,15.4,-100,2.3701344188732207,1,CONCAT,4,2,58.04,2,14,1,3,0.7,0.05,0.15,0.0,0.0,20,3,0,3,1,0,1,0,0
OC/C=C/Cc1nnc([nH]1)C1=CC(=O)NC1,21/000000002,"InChI=1S/C10H12N4O2/c15-4-2-1-3-8-12-10(14-13-8)7-5-9(16)11-6-7/h1-2,5,15H,3-4,6H2,(H,11,16)(H,12,13,14)/b2-1+",C10H12N4O2,220.096025624,-0.5911,4.05,9.95,19.7,-80,3.981022722839972,1,CONCAT,4,3,90.9,4,10,2,4,0.625,0.125,0.25,0.3,0.0,16,2,1,1,2,1,1,0,0
O[C@H](CON)c1cc(Cl)ccc1O,11/000000025,"InChI=1S/C8H10ClNO3/c9-5-1-2-7(11)6(3-5)8(12)4-13-10/h1-3,8,11-12H,4,10H2/t8-/m1/s1",C8H10NO3Cl,203.03492086,0.9692999999999998,4.05,4.81,2.35,-150,3.020722161587525,1,CONCAT,4,3,75.71000000000001,3,8,3,1,0.6153846153846154,0.23076923076923078,0.07692307692307693,0.25,0.125,13,1,0,1,0,0,0,0,0
Sc1nnc(o1)CCCC[C@H](/C=C/N)NO,1/000000044,"InChI=1S/C9H16N4O2S/c10-6-5-7(13-14)3-1-2-4-8-11-12-9(16)15-8/h5-7,13-14H,1-4,10H2,(H,12,16)/b6-5+/t7-/m1/s1",C9H16N4O2S,244.099396752,0.8909000000000002,4.05,-1.97,3.72,-150,4.162639238575384,1,CONCAT,7,4,97.2,7,9,2,4,0.5625,0.125,0.25,0.5555555555555556,0.1111111111111111,16,1,0,1,1,0,1,0,0
Oc1ccc(cc1[C@@H](c1nonc1)O)Cl,11/000000004,"InChI=1S/C9H7ClN2O3/c10-5-1-2-8(13)6(3-5)9(14)7-4-11-15-12-7/h1-4,9,13-14H/t9-/m0/s1",C9H7N2O3Cl,226.014519764,1.5102999999999998,4.05,6.65,15.9,-150,3.4548823435694302,1,CONCAT,5,2,79.38000000000001,2,9,3,2,0.6,0.2,0.13333333333333333,0.1111111111111111,0.1111111111111111,15,2,0,2,1,0,1,0,0
OC(=O)C[C@@H](/C=C/c1cc(Br)cc(c1S)O)O,15/000000273,"InChI=1S/C11H11BrO4S/c12-7-3-6(11(17)9(14)4-7)1-2-8(13)5-10(15)16/h1-4,8,13-14,17H,5H2,(H,15,16)/b2-1+/t8-/m1/s1",C11H11O4SBr,317.956141932,2.2922000000000016,4.04,-6.23,2.22,-170,3.592295806606069,1,CONCAT,4,4,77.76,4,11,4,0,0.6470588235294118,0.23529411764705882,0.0,0.18181818181818182,0.09090909090909091,17,1,0,1,0,0,0,0,0
O[C@H](CNC(=O)Cc1ccc(c(c1)Cl)Cl)/C=C\CNC,8/000000032,"InChI=1S/C14H18Cl2N2O2/c1-17-6-2-3-11(19)9-18-14(20)8-10-4-5-12(15)13(16)7-10/h2-5,7,11,17,19H,6,8-9H2,1H3,(H,18,20)/b3-2-/t11-/m0/s1",C14H18N2O2Cl2,316.07453317600005,1.7886,4.04,-5.81,2.22,-190,3.0544700551219854,1,CONCAT,3,3,61.36,7,14,2,2,0.7,0.1,0.1,0.35714285714285715,0.07142857142857142,20,1,0,1,0,0,0,0,0
Oc1ccc(c(c1)/C(=C\C)/c1c[nH]c(c1)c1ncn[nH]1)F,16/000000049,"InChI=1S/C15H13FN4O/c1-2-11(12-6-10(21)3-4-13(12)16)9-5-14(17-7-9)15-18-8-19-20-15/h2-8,17,21H,1H3,(H,18,19,20)/b11-2-",C15H13N4OF,284.10733925600005,3.0961000000000007,4.04,-7.5,24.3,-160,3.19519362043217,1,CONCAT,3,3,77.59,3,15,1,4,0.7142857142857143,0.047619047619047616,0.19047619047619047,0.06666666666666667,0.0,21,3,0,3,2,0,2,0,0
OC(=O)CCCCc1cc(ccc1O)[C@@H](C)NN,17/000001114,"InChI=1S/C13H20N2O3/c1-9(15-14)10-6-7-12(16)11(8-10)4-2-3-5-13(17)18/h6-9,15-16H,2-5,14H2,1H3,(H,17,18)/t9-/m1/s1",C13H20N2O3,252.1473925,1.7138999999999998,4.04,-3.32,14.0,-190,2.720626189218965,1,CONCAT,4,4,95.58,7,13,3,2,0.7222222222222222,0.16666666666666666,0.1111111111111111,0.46153846153846156,0.07692307692307693,18,1,0,1,0,0,0,0,0
OCc1c(F)c(ncc1CCCl)N[C@H]1C=NC=CC1,2/000000008,"InChI=1S/C13H15ClFN3O/c14-4-3-9-6-17-13(12(15)11(9)8-19)18-10-2-1-5-16-7-10/h1,5-7,10,19H,2-4,8H2,(H,17,18)/t10-/m1/s1",C13H15N3OFCl,283.088768,2.263,4.04,-1.37,5.09,-150,4.147482783674645,1,CONCAT,4,2,57.510000000000005,5,13,1,3,0.6842105263157895,0.05263157894736842,0.15789473684210525,0.38461538461538464,0.07692307692307693,19,2,1,1,2,1,1,0,0
SCCOc1cc(N(=O)=O)cc2c1s/c(=C/CN)/[nH]2,30/000000073,"InChI=1S/C11H13N3O3S2/c12-2-1-10-13-8-5-7(14(15)16)6-9(11(8)19-10)17-3-4-18/h1,5-6,13,18H,2-4,12H2/b10-1+",C11H13N3O3S2,299.0398332760001,2.2211,4.04,-6.56,21.0,-100,3.696062876761093,1,CONCAT,7,3,90.42,5,11,3,3,0.5789473684210527,0.15789473684210525,0.15789473684210525,0.2727272727272727,0.0,19,2,1,1,1,1,0,0,0
OCc1cc2c(cc1)ccc(c2)CCO,10/000000001,"InChI=1S/C13H14O2/c14-6-5-10-1-3-12-4-2-11(9-15)8-13(12)7-10/h1-4,7-8,14-15H,5-6,9H2",C13H14O2,202.099379688,1.8668999999999998,4.04,-3.72,2.22,-80,1.8781910794479248,1,CONCAT,2,2,40.46,3,13,2,0,0.8666666666666667,0.13333333333333333,0.0,0.23076923076923078,0.0,15,2,0,2,0,0,0,0,0
Oc1ccc(cc1OC(=O)c1nnc([nH]1)CCC)C=S,17/000000494,"InChI=1S/C13H13N3O3S/c1-2-3-11-14-12(16-15-11)13(18)19-10-6-8(7-20)4-5-9(10)17/h4-7,17H,2-3H2,1H3,(H,14,15,16)",C13H13N3O3S,291.06776227600005,2.0298,4.04,-1.14,3.58,-20,3.250823762424405,1,CONCAT,6,2,88.1,5,13,3,3,0.65,0.15,0.15,0.23076923076923078,0.0,20,2,0,2,1,0,1,0,0
C#C[C@@H](CC(=O)N=O)n1cnc2c1CNCN2,1/000000368,"InChI=1S/C10H11N5O2/c1-2-7(3-9(16)14-17)15-6-13-10-8(15)4-11-5-12-10/h1,6-7,11-12H,3-5H2/t7-/m0/s1",C10H11N5O2,233.091274592,0.21309999999999996,4.04,10.16,2.22,-190,4.756703306606068,1,CONCAT,6,2,88.38,3,10,2,5,0.5882352941176471,0.11764705882352941,0.29411764705882354,0.4,0.1,17,2,1,1,2,1,1,0,0
ON[C@H](/C=C/c1cocc1)S,1/000000398,"InChI=1S/C7H9NO2S/c9-8-7(11)2-1-6-3-4-10-5-6/h1-5,7-9,11H/b2-1+/t7-/m0/s1",C7H9NO2S,171.035399528,1.5274999999999999,4.04,2.58,2.22,-150,4.27121358091386,1,CONCAT,4,3,45.4,3,7,2,1,0.6363636363636364,0.18181818181818182,0.09090909090909091,0.14285714285714285,0.14285714285714285,11,1,0,1,1,0,1,0,0
ON[C@H](/C=C/C=C\COCC)S,1/000000427,"InChI=1S/C8H15NO2S/c1-2-11-7-5-3-4-6-8(12)9-10/h3-6,8-10,12H,2,7H2,1H3/b5-3-,6-4+/t8-/m0/s1",C8H15NO2S,189.08234972,1.3699999999999999,4.04,-1.4,2.22,-170,4.3277900868726515,1,CONCAT,4,3,41.489999999999995,6,8,2,1,0.6666666666666666,0.16666666666666666,0.08333333333333333,0.5,0.125,12,0,0,0,0,0,0,0,0
ONC/C=C\Cc1ccc(c(c1)CF)CO,1/000000042,"InChI=1S/C12H16FNO2/c13-8-12-7-10(3-1-2-6-14-16)4-5-11(12)9-15/h1-2,4-5,7,14-16H,3,6,8-9H2/b2-1-",C12H16NO2F,225.116506972,1.7259000000000002,4.04,-2.18,2.22,0,3.0658469368867944,1,CONCAT,3,3,52.489999999999995,6,12,2,1,0.75,0.125,0.0625,0.3333333333333333,0.0,16,1,0,1,0,0,0,0,0
OCCCc1nc(sc1)NCC(=O)CCCC,18/000000012,"InChI=1S/C12H20N2O2S/c1-2-3-6-11(16)8-13-12-14-10(9-17-12)5-4-7-15/h9,15H,2-8H2,1H3,(H,13,14)",C12H20N2O2S,256.12454888,2.2392000000000003,4.04,-1.8,2.22,-60,2.497555043379018,1,CONCAT,5,2,62.220000000000006,9,12,2,2,0.7058823529411765,0.11764705882352941,0.11764705882352941,0.6666666666666666,0.0,17,1,0,1,1,0,1,0,0
ONCC(=O)Cc1nnc(s1)CCNCC=C,1/000000268,"InChI=1S/C10H16N4O2S/c1-2-4-11-5-3-9-13-14-10(17-9)6-8(15)7-12-16/h2,11-12,16H,1,3-7H2",C10H16N4O2S,256.099396752,-0.05340000000000056,4.04,-4.53,3.58,-20,3.210998312609787,1,CONCAT,7,3,87.14,9,10,2,4,0.5882352941176471,0.11764705882352941,0.23529411764705882,0.5,0.0,17,1,0,1,1,0,1,0,0
C#CC(=O)OCc1nnc(s1)CC(=O)CNO,1/000000933,"InChI=1S/C9H9N3O4S/c1-2-9(14)16-5-8-12-11-7(17-8)3-6(13)4-10-15/h1,10,15H,3-5H2",C9H9N3O4S,255.031376768,-0.6951000000000003,4.04,-2.22,3.58,-40,3.528218791333191,1,CONCAT,8,2,101.41000000000001,6,9,4,3,0.5294117647058824,0.23529411764705882,0.17647058823529413,0.3333333333333333,0.0,17,1,0,1,1,0,1,0,0
C#Cc1nnc([nH]1)[C@@H](n1nc[nH]c1=O)Cl,26/000000025,"InChI=1S/C7H5ClN6O/c1-2-4-11-6(13-12-4)5(8)14-7(15)9-3-10-14/h1,3,5H,(H,9,10,15)(H,11,12,13)/t5-/m1/s1",C7H5N6OCl,224.02133646,-0.5435000000000008,4.04,5.51,21.8,-150,4.973212013899099,1,CONCAT,5,2,92.25,2,7,1,6,0.4666666666666667,0.06666666666666667,0.4,0.14285714285714285,0.14285714285714285,15,2,0,2,2,0,2,0,0
Oc1c(OC(=O)C2=CC=CC2)cccc1c1cccc(=O)[nH]1,17/000000133,"InChI=1S/C17H13NO4/c19-15-10-4-8-13(18-15)12-7-3-9-14(16(12)20)22-17(21)11-5-1-2-6-11/h1-5,7-10,20H,6H2,(H,18,19)",C17H13NO4,295.08445789600006,2.5392,4.04,-2.63,3.58,-180,2.8873035769669766,1,CONCAT,4,2,79.39,3,17,4,1,0.7727272727272727,0.18181818181818182,0.045454545454545456,0.058823529411764705,0.0,22,3,1,2,1,0,1,0,0
Oc1c(OC(=O)c2nnn[nH]2)ccc(c1)CCNC(=O)C,17/000001235,"InChI=1S/C12H13N5O4/c1-7(18)13-5-4-8-2-3-10(9(19)6-8)21-12(20)11-14-16-17-15-11/h2-3,6,19H,4-5H2,1H3,(H,13,18)(H,14,15,16,17)",C12H13N5O4,291.096753896,-0.1969000000000003,4.03,-5.9,3.58,-80,2.723952095008441,1,CONCAT,7,3,130.09,5,12,4,5,0.5714285714285714,0.19047619047619047,0.23809523809523808,0.25,0.0,21,2,0,2,1,0,1,0,0
OC(=O)/C=C/CC(=O)c1nc(O)c2c(n1)[nH]nn2,28/000000015,"InChI=1S/C9H7N5O4/c15-4(2-1-3-5(16)17)7-10-8-6(9(18)11-7)12-14-13-8/h1,3H,2H2,(H,16,17)(H2,10,11,12,13,14,18)/b3-1+",C9H7N5O4,249.049803704,-0.33290000000000014,4.03,-0.16,21.2,-40,3.654230810607301,1,CONCAT,7,3,141.95,4,9,4,5,0.5,0.2222222222222222,0.2777777777777778,0.1111111111111111,0.0,18,2,0,2,2,0,2,0,0
Oc1c(N(=O)=O)cc(c(c1)S(=O)(=O)N)F,16/000000040,"InChI=1S/C6H5FN2O5S/c7-3-1-4(9(11)12)5(10)2-6(3)15(8,13)14/h1-2,10H,(H2,8,13,14)",C6H5N2O5SF,235.99032048,0.08690000000000009,4.03,-2.89,18.4,0,2.404235952812014,1,CONCAT,5,2,123.52999999999999,2,6,5,2,0.4,0.3333333333333333,0.13333333333333333,0.0,0.0,15,1,0,1,0,0,0,0,0
OC(=O)[C@@H](C)c1cnn(c1N)C/C=C/CC[NH3+],22/000000023,"InChI=1S/C11H18N4O2/c1-8(11(16)17)9-7-14-15(10(9)13)6-4-2-3-5-12/h2,4,7-8H,3,5-6,12-13H2,1H3,(H,16,17)/p+1/b4-2+/t8-/m0/s1",C11H19N4O2,239.15025226809,-0.15839999999999932,4.03,-1.21,4.81,-170,4.190584368478978,1,CONCAT,4,3,108.78,6,11,2,4,0.6470588235294118,0.11764705882352941,0.23529411764705882,0.45454545454545453,0.09090909090909091,17,1,0,1,1,0,1,0,0
Oc1nc(nc2c1nn[nH]2)/C=C/Cc1oc(c(c1)C)C,28/000000053,"InChI=1S/C13H13N5O2/c1-7-6-9(20-8(7)2)4-3-5-10-14-12-11(13(19)15-10)16-18-17-12/h3,5-6H,4H2,1-2H3,(H2,14,15,16,17,18,19)/b5-3+",C13H13N5O2,271.10692465600005,1.91924,4.03,-6.5,21.6,-160,3.6713959573347568,1,CONCAT,6,2,100.72000000000001,3,13,2,5,0.65,0.1,0.25,0.23076923076923078,0.0,20,3,0,3,3,0,3,0,0
Sc1nnc([nH]1)C[C@H](C)NC(=O)N,1/000000376,"InChI=1S/C6H11N5OS/c1-3(8-5(7)12)2-4-9-6(13)11-10-4/h3H,2H2,1H3,(H3,7,8,12)(H2,9,10,11,13)/t3-/m0/s1",C6H11N5OS,201.068430972,-0.3073000000000001,4.03,3.88,2.22,-170,3.999566117631481,1,CONCAT,4,4,96.69,3,6,1,5,0.46153846153846156,0.07692307692307693,0.38461538461538464,0.5,0.16666666666666666,13,1,0,1,1,0,1,0,0
O=NCC#C[C@@H](CCO)c1cc(Cl)c(c(c1)CS)Cl,8/000000036,"InChI=1S/C13H13Cl2NO2S/c14-12-7-10(6-11(8-19)13(12)15)9(3-5-17)2-1-4-16-18/h6-7,9,17,19H,3-5,8H2/t9-/m0/s1",C13H13NO2SCl2,317.004405016,3.659000000000002,4.03,-5.86,20.7,-190,4.247826866514881,1,CONCAT,4,2,49.66,5,13,2,1,0.6842105263157895,0.10526315789473684,0.05263157894736842,0.38461538461538464,0.07692307692307693,19,1,0,1,0,0,0,0,0
Oc1c(S)c(cc(c1)Br)/C=C/[C@H](CC=C)O,15/000000216,"InChI=1S/C12H13BrO2S/c1-2-3-10(14)5-4-8-6-9(13)7-11(15)12(8)16/h2,4-7,10,14-16H,1,3H2/b5-4+/t10-/m0/s1",C12H13O2SBr,299.981962756,3.3936000000000024,4.03,-6.78,2.22,-150,3.817205034639784,1,CONCAT,3,3,40.46,4,12,2,0,0.75,0.125,0.0,0.16666666666666666,0.08333333333333333,16,1,0,1,0,0,0,0,0
NC/C=C/1\C(=O)NN=C1COC(=O)Cc1[nH]ncc1Cl,1/000000629,"InChI=1S/C11H12ClN5O3/c12-7-4-14-15-8(7)3-10(18)20-5-9-6(1-2-13)11(19)17-16-9/h1,4H,2-3,5,13H2,(H,14,15)(H,17,19)/b6-1-",C11H12N5O3Cl,297.062866924,-0.4803000000000006,4.03,5.29,3.58,0,3.7332880481386894,1,CONCAT,6,3,122.46,5,11,3,5,0.55,0.15,0.25,0.2727272727272727,0.0,20,2,1,1,2,1,1,0,0
N=C1SCCN1Cc1cnc([nH]1)[C@@H](C)N,12/000000193,"InChI=1S/C9H15N5S/c1-6(10)8-12-4-7(13-8)5-14-2-3-15-9(14)11/h4,6,11H,2-3,5,10H2,1H3,(H,12,13)/b11-9-/t6-/m1/s1",C9H15N5S,225.10481647999998,0.9129700000000001,4.03,2.08,2.22,-170,3.8873735523606383,1,CONCAT,4,3,81.79,3,9,0,5,0.6,0.0,0.3333333333333333,0.5555555555555556,0.1111111111111111,15,2,1,1,2,1,1,0,0
ONCC(=O)Cc1nnc(s1)[C@@H](N=O)Cl,1/000000106,"InChI=1S/C6H7ClN4O3S/c7-5(11-14)6-10-9-4(15-6)1-3(12)2-8-13/h5,8,13H,1-2H2/t5-/m1/s1",C6H7N4O3SCl,249.992738764,0.6322999999999998,4.03,-1.91,2.22,-150,4.307681593100385,1,CONCAT,8,2,104.53999999999999,6,6,3,4,0.4,0.2,0.26666666666666666,0.5,0.16666666666666666,15,1,0,1,1,0,1,0,0
N1N=C(C(=C)C1=O)C(=O)CCNNCNC,1/000000076,"InChI=1S/C9H15N5O2/c1-6-8(13-14-9(6)16)7(15)3-4-11-12-5-10-2/h10-12H,1,3-5H2,2H3,(H,14,16)",C9H15N5O2,225.12257472,-1.7412999999999987,4.03,0.55,3.58,-20,4.014554769054626,1,CONCAT,6,4,94.62,7,9,2,5,0.5625,0.125,0.3125,0.4444444444444444,0.0,16,1,1,0,1,1,0,0,0
OC(=O)CCCCc1ccc(cc1O)CCC,17/000001140,"InChI=1S/C14H20O3/c1-2-5-11-8-9-12(13(15)10-11)6-3-4-7-14(16)17/h8-10,15H,2-7H2,1H3,(H,16,17)",C14H20O3,236.1412445,3.142100000000002,4.03,-3.26,2.22,-40,1.9301516882235352,1,CONCAT,2,2,57.53,7,14,3,0,0.8235294117647058,0.17647058823529413,0.0,0.5,0.0,17,1,0,1,0,0,0,0,0
Sc1nnc([nH]1)CCNC(=O)/C=C\[C@H]1COCCS1(=O)=O,1/000001081,"InChI=1S/C11H16N4O4S2/c16-10(12-4-3-9-13-11(20)15-14-9)2-1-8-7-19-5-6-21(8,17)18/h1-2,8H,3-7H2,(H,12,16)(H2,13,14,15,20)/b2-1-/t8-/m0/s1",C11H16N4O4S2,332.06129699199994,-0.8780999999999992,4.03,-0.65,3.58,-150,4.378958686136404,1,CONCAT,7,3,114.03999999999999,5,11,4,4,0.5238095238095238,0.19047619047619047,0.19047619047619047,0.5454545454545454,0.09090909090909091,21,2,1,1,2,1,1,0,0
Sc1nnc([nH]1)CCCCOCC1=C(CO)CC1,1/000001110,"InChI=1S/C12H19N3O2S/c16-7-9-4-5-10(9)8-17-6-2-1-3-11-13-12(18)15-14-11/h16H,1-8H2,(H2,13,14,15,18)",C12H19N3O2S,269.119797848,1.5154,4.03,1.36,3.58,0,3.5828139467019735,1,CONCAT,5,3,71.03,8,12,2,3,0.6666666666666666,0.1111111111111111,0.16666666666666666,0.6666666666666666,0.0,18,2,1,1,1,0,1,0,0
