SMILES;Name;InChI;Formula;MW;LogP;pKd;Structure;Synthesize;Chemical
Oc1cc(c(cc1O)C=C)[C@H](c1n[nH]c(=S)[nH]1)SCCNN;28/000000663;InChI=1S/C13H17N5O2S2/c1-2-7-5-9(19)10(20)6-8(7)11(22-4-3-15-14)12-16-13(21)18-17-12/h2,5-6,11,15,19-20H,1,3-4,14H2,(H2,16,17,18,21)/t11-/m1/s1;C13H17N5O2S2;339;1.79;4.16;-5.40;24.30;-170
Oc1cc(c(cc1O)C(=C)CN)C(=O)CCCc1nnc[nH]1;28/000000636;InChI=1S/C15H18N4O3/c1-9(7-16)10-5-13(21)14(22)6-11(10)12(20)3-2-4-15-17-8-18-19-15/h5-6,8,21-22H,1-4,7,16H2,(H,17,18,19);C15H18N4O3;302;1.70;4.98;-7.65;4.94;-20
Oc1c(O)cc(c(c1)C=C)C/C=C\C;28/000000041;InChI=1S/C12H14O2/c1-3-5-6-10-8-12(14)11(13)7-9(10)4-2/h3-5,7-8,13-14H,2,6H2,1H3/b5-3-;C12H14O2;190;2.70;4.01;-5.41;2.22;-20
Oc1cc(c(cc1O)C=C)[C@@H](CBr)C=C;28/000000138;InChI=1S/C12H13BrO2/c1-3-8-5-11(14)12(15)6-10(8)9(4-2)7-13/h3-6,9,14-15H,1-2,7H2/t9-/m1/s1;C12H13O2Br;269;3.28;4.61;-5.25;3.58;-150
O[C@H](C(=O)CSC)c1cc(O)c(cc1C=C)O;28/000000425;InChI=1S/C12H14O4S/c1-3-7-4-9(13)10(14)5-8(7)12(16)11(15)6-17-2/h3-5,12-14,16H,1,6H2,2H3/t12-/m0/s1;C12H14O4S;254;0.93;4.41;-6.59;15.30;-190
O=N[C@@H](c1cc(O)c(cc1C=C)O)C=C;28/000000370;InChI=1S/C11H11NO3/c1-3-7-5-10(13)11(14)6-8(7)9(4-2)12-15/h3-6,9,13-14H,1-2H2/t9-/m1/s1;C11H11NO3;205;1.89;4.41;-4.01;14.00;-150
Oc1cc(c(cc1O)C=C)[C@H](c1nnco1)F;28/000000232;InChI=1S/C11H9FN2O3/c1-2-6-3-8(15)9(16)4-7(6)10(12)11-14-13-5-17-11/h2-5,10,15-16H,1H2/t10-/m1/s1;C11H9N2O3F;236;2.47;4.34;-6.16;19.10;-150
Oc1cc(c(cc1O)C=C)[C@@H](/C=C\CC[NH3+])c1nnc(s1)S;28/000000650;InChI=1S/C15H17N3O2S2/c1-2-9-7-12(19)13(20)8-11(9)10(5-3-4-6-16)14-17-18-15(21)22-14/h2-3,5,7-8,10,19-20H,1,4,6,16H2,(H,18,21)/p+1/b5-3-/t10-/m1/s1;C15H18N3O2S2;336;2.71;4.81;-5.58;25.00;-170
O=N[C@@H](c1cc(O)c(cc1C=C)O)/C=C\Cc1oncn1;28/000000496;InChI=1S/C14H13N3O4/c1-2-9-6-12(18)13(19)7-10(9)11(17-20)4-3-5-14-15-8-16-21-14/h2-4,6-8,11,18-19H,1,5H2/b4-3-/t11-/m1/s1;C14H13N3O4;287;1.61;4.69;-5.72;23.40;-150
Oc1c(O)cc(c(c1)C(=O)CC[C@H](c1nnc[nH]1)C=C)C=C;28/000000586;InChI=1S/C16H17N3O3/c1-3-10(16-17-9-18-19-16)5-6-13(20)12-8-15(22)14(21)7-11(12)4-2/h3-4,7-10,21-22H,1-2,5-6H2,(H,17,18,19)/t10-/m1/s1;C16H17N3O3;299;3.05;4.28;-6.15;7.82;-170
Oc1cc(OC(=O)/C=C/CS(=O)(=O)C)c(cc1O)C=C;28/000000065;InChI=1S/C13H14O6S/c1-3-9-7-10(14)11(15)8-12(9)19-13(16)5-4-6-20(2,17)18/h3-5,7-8,14-15H,1,6H2,2H3/b5-4+;C13H14O6S;298;1.40;4.21;-7.09;5.09;-80
Oc1cc(c(cc1O)C=C)C/C=C\Cc1cnc[nH]1;28/000000275;InChI=1S/C15H16N2O2/c1-2-11-7-14(18)15(19)8-12(11)5-3-4-6-13-9-16-10-17-13/h2-4,7-10,18-19H,1,5-6H2,(H,16,17)/b4-3-;C15H16N2O2;256;2.18;4.27;-6.13;3.58;0
Oc1c(O)cc(c(c1)C=C)C/C=C\Cc1n[nH]c(n1)CN;28/000000549;InChI=1S/C15H18N4O2/c1-2-10-7-12(20)13(21)8-11(10)5-3-4-6-14-17-15(9-16)19-18-14/h2-4,7-8,20-21H,1,5-6,9,16H2,(H,17,18,19)/b4-3-;C15H18N4O2;286;1.60;4.38;-8.12;3.58;-40
Oc1cc(c(cc1O)C=C)C/C=C\CCF;28/000000383;InChI=1S/C13H15FO2/c1-2-10-8-12(15)13(16)9-11(10)6-4-3-5-7-14/h2-4,8-9,15-16H,1,5-7H2/b4-3-;C13H15O2F;222;3.16;4.56;-2.24;2.22;0
Oc1cc(c(cc1O)C=C)CC(=O)OCC=C;28/000000183;InChI=1S/C13H14O4/c1-3-5-17-13(16)8-10-7-12(15)11(14)6-9(10)4-2/h3-4,6-7,14-15H,1-2,5,8H2;C13H14O4;234;2.09;4.47;-1.61;2.22;0
Oc1c(O)cc(c(c1)C=C)[C@@H](/C=C\C[NH2+]C)c1nocc1;28/000000572;InChI=1S/C16H18N2O3/c1-3-11-9-15(19)16(20)10-13(11)12(5-4-7-17-2)14-6-8-21-18-14/h3-6,8-10,12,17,19-20H,1,7H2,2H3/p+1/b5-4-/t12-/m1/s1;C16H19N2O3;287;2.29;4.53;-3.56;19.80;-170
Oc1c(O)cc(c(c1)C(=O)CC[C@H](CC(=O)N)C=C)C=C;28/000000614;InChI=1S/C16H19NO4/c1-3-10(7-16(17)21)5-6-13(18)12-9-15(20)14(19)8-11(12)4-2/h3-4,8-10,19-20H,1-2,5-7H2,(H2,17,21)/t10-/m1/s1;C16H19NO4;289;1.21;4.47;-5.29;4.94;-180
Oc1cc(c(cc1O)C=C)CC(=O)OCCC=C;28/000000560;InChI=1S/C14H16O4/c1-3-5-6-18-14(17)9-11-8-13(16)12(15)7-10(11)4-2/h3-4,7-8,15-16H,1-2,5-6,9H2;C14H16O4;248;2.25;4.52;-0.59;2.22;0
Oc1c(O)cc(c(c1)C=C)[C@@H](/C=C\C)N=O;28/000000270;InChI=1S/C12H13NO3/c1-3-5-10(13-16)9-7-12(15)11(14)6-8(9)4-2/h3-7,10,14-15H,2H2,1H3/b5-3-/t10-/m1/s1;C12H13NO3;219;2.20;4.39;-4.58;14.60;-170
Oc1c(O)cc(c(c1)C=C)CC(=O)OCCc1occc1;28/000000476;InChI=1S/C16H16O5/c1-2-11-8-14(17)15(18)9-12(11)10-16(19)21-7-5-13-4-3-6-20-13/h2-4,6,8-9,17-18H,1,5,7,10H2;C16H16O5;288;2.04;4.91;0.21;3.58;-20
Oc1cc(c(cc1O)C=C)C/C=C\Cc1nscc1;28/000000166;InChI=1S/C15H15NO2S/c1-2-11-9-14(17)15(18)10-12(11)5-3-4-6-13-7-8-19-16-13/h2-4,7-10,17-18H,1,5-6H2/b4-3-;C15H15NO2S;273;3.12;4.34;-5.39;3.58;0
Oc1cc(c(cc1O)C=C)CC=C;28/000000405;InChI=1S/C11H12O2/c1-3-5-9-7-11(13)10(12)6-8(9)4-2/h3-4,6-7,12-13H,1-2,5H2;C11H12O2;176;2.39;4.10;-4.45;2.22;0
Oc1cc(OC(=O)/C=C\CNS(=O)(=O)C)c(cc1O)C=C;28/000000110;InChI=1S/C13H15NO6S/c1-3-9-7-10(15)11(16)8-12(9)20-13(17)5-4-6-14-21(2,18)19/h3-5,7-8,14-16H,1,6H2,2H3/b5-4-;C13H15NO6S;313;1.00;4.01;-10.79;5.09;-110
Oc1c(O)cc(c(c1)C=C)C(=O)[C@@H](CCc1nc(=O)o[nH]1)CO;28/000000573;InChI=1S/C15H16N2O6/c1-2-8-5-11(19)12(20)6-10(8)14(21)9(7-18)3-4-13-16-15(22)23-17-13/h2,5-6,9,18-20H,1,3-4,7H2,(H,16,17,22)/t9-/m0/s1;C15H16N2O6;320;0.21;4.57;-5.71;6.45;-170
Oc1cc(c(cc1O)C=C)C/C=C\Cc1n[nH]nc1;28/000000251;InChI=1S/C14H15N3O2/c1-2-10-7-13(18)14(19)8-11(10)5-3-4-6-12-9-15-17-16-12/h2-4,7-9,18-19H,1,5-6H2,(H,15,16,17)/b4-3-;C14H15N3O2;257;3.28;4.40;-5.96;3.58;0
Oc1cc(c(cc1O)C=C)[C@H](CC)/C=C\Cc1n[nH]cn1;28/000000433;InChI=1S/C16H19N3O2/c1-3-11(6-5-7-16-17-10-18-19-16)13-9-15(21)14(20)8-12(13)4-2/h4-6,8-11,20-21H,2-3,7H2,1H3,(H,17,18,19)/b6-5-/t11-/m1/s1;C16H19N3O2;285;3.04;4.54;-4.39;19.70;-170
Oc1cc(c(cc1O)C=C)CC(=O)OCC=C;28/000000181;InChI=1S/C13H14O4/c1-3-5-17-13(16)8-10-7-12(15)11(14)6-9(10)4-2/h3-4,6-7,14-15H,1-2,5,8H2;C13H14O4;234;2.09;4.49;-1.94;2.22;-20
Oc1c(O)cc(c(c1)C=C)C/C=C\C;28/000000021;InChI=1S/C12H14O2/c1-3-5-6-10-8-12(14)11(13)7-9(10)4-2/h3-5,7-8,13-14H,2,6H2,1H3/b5-3-;C12H14O2;190;2.70;4.41;-3.36;2.22;-20
Oc1cc(C(=S)C2=NOCC2)c(cc1O)C=C;28/000000266;InChI=1S/C12H11NO3S/c1-2-7-5-10(14)11(15)6-8(7)12(17)9-3-4-16-13-9/h2,5-6,14-15H,1,3-4H2;C12H11NO3S;249;1.89;4.04;-6.30;17.70;-20
Oc1cc(c(cc1O)C=C)CC(=O)OCC;28/000000400;InChI=1S/C12H14O4/c1-3-8-5-10(13)11(14)6-9(8)7-12(15)16-4-2/h3,5-6,13-14H,1,4,7H2,2H3;C12H14O4;222;1.90;4.36;-2.12;2.22;-20
Oc1cc(c(cc1O)C=C)C(=O)CC[C@@H](CCl)c1n[nH]c(=O)[nH]1;28/000000607;InChI=1S/C15H16ClN3O4/c1-2-8-5-12(21)13(22)6-10(8)11(20)4-3-9(7-16)14-17-15(23)19-18-14/h2,5-6,9,21-22H,1,3-4,7H2,(H2,17,18,19,23)/t9-/m0/s1;C15H16N3O4Cl;337;2.08;4.59;-4.61;7.82;-170
Oc1cc(c(cc1O)C=C)C/C=C\Cc1n[nH]nc1;28/000000262;InChI=1S/C14H15N3O2/c1-2-10-7-13(18)14(19)8-11(10)5-3-4-6-12-9-15-17-16-12/h2-4,7-9,18-19H,1,5-6H2,(H,15,16,17)/b4-3-;C14H15N3O2;257;3.28;4.12;-6.86;3.58;0
Oc1cc(c(cc1O)C=C)C/C=C\[C@@H](CF)c1nscc1;28/000000643;InChI=1S/C16H16FNO2S/c1-2-11-8-15(19)16(20)9-12(11)4-3-5-13(10-17)14-6-7-21-18-14/h2-3,5-9,13,19-20H,1,4,10H2/b5-3-/t13-/m0/s1;C16H16NO2SF;305;3.54;4.63;-6.07;3.58;-170
Oc1cc(OC(=O)/C=C\CNS(=O)(=O)C)c(cc1O)C=C;28/000000111;InChI=1S/C13H15NO6S/c1-3-9-7-10(15)11(16)8-12(9)20-13(17)5-4-6-14-21(2,18)19/h3-5,7-8,14-16H,1,6H2,2H3/b5-4-;C13H15NO6S;313;1.00;4.10;-10.21;5.09;-90
SCc1nc[nH]c1C/C=C\Cc1cc(O)c(cc1C=C)O;28/000000553;InChI=1S/C16H18N2O2S/c1-2-11-7-15(19)16(20)8-12(11)5-3-4-6-13-14(9-21)18-10-17-13/h2-4,7-8,10,19-21H,1,5-6,9H2,(H,17,18)/b4-3-;C16H18N2O2S;302;2.87;4.24;-7.71;3.58;-40
Oc1cc(c(cc1O)C=C)C/C=C\Cc1n[nH]cn1;28/000000326;InChI=1S/C14H15N3O2/c1-2-10-7-12(18)13(19)8-11(10)5-3-4-6-14-15-9-16-17-14/h2-4,7-9,18-19H,1,5-6H2,(H,15,16,17)/b4-3-;C14H15N3O2;257;2.46;4.10;-6.36;3.58;0
Sc1ncn(n1)[C@@H](c1c(C=C)cc(c(c1)O)O)C=C;28/000000242;InChI=1S/C13H13N3O2S/c1-3-8-5-11(17)12(18)6-9(8)10(4-2)16-7-14-13(19)15-16/h3-7,10,17-18H,1-2H2,(H,15,19)/t10-/m1/s1;C13H13N3O2S;275;2.34;4.48;-6.84;19.50;-170
Oc1c(O)cc(c(c1)C=C)C/C=C\C[C@@H]1CNC(=O)C1;28/000000098;InChI=1S/C16H19NO3/c1-2-12-8-14(18)15(19)9-13(12)6-4-3-5-11-7-16(20)17-10-11/h2-4,8-9,11,18-19H,1,5-7,10H2,(H,17,20)/b4-3-/t11-/m0/s1;C16H19NO3;273;1.88;4.10;-9.11;3.58;-170
Oc1c(OCC[NH3+])cc(c(c1)C/C=C\CN(=O)=O)C=C;28/000000580;InChI=1S/C14H18N2O4/c1-2-11-10-14(20-8-6-15)13(17)9-12(11)5-3-4-7-16(18)19/h2-4,9-10,17H,1,5-8,15H2/p+1/b4-3-;C14H19N2O4;279;1.54;4.54;-8.19;3.58;-40
Oc1cc(c(cc1O)C=C)C(=S)[C@@H]1ON=C(C1)CC#CC;28/000000530;InChI=1S/C16H15NO3S/c1-3-5-6-11-8-15(20-17-11)16(21)12-9-14(19)13(18)7-10(12)4-2/h4,7,9,15,18-19H,2,6,8H2,1H3/t15-/m1/s1;C16H15NO3S;301;2.50;4.03;-6.60;22.90;-190
NC(=O)[C@@H](NCC)c1cc(O)c(cc1C=C)O;28/000000487;InChI=1S/C12H16N2O3/c1-3-7-5-9(15)10(16)6-8(7)11(12(13)17)14-4-2/h3,5-6,11,14-16H,1,4H2,2H3,(H2,13,17)/t11-/m0/s1;C12H15N2O3;235;0.18;4.29;-4.66;14.40;-170
Oc1c(O)cc(c(c1)C=C)Oc1ccc2c(c1)CCCO2;28/000000029;InChI=1S/C17H16O4/c1-2-11-9-14(18)15(19)10-17(11)21-13-5-6-16-12(8-13)4-3-7-20-16/h2,5-6,8-10,18-19H,1,3-4,7H2;C17H16O4;284;3.33;4.45;-8.12;14.40;-140
Oc1cc(c(cc1O)C=C)CC=C;28/000000002;InChI=1S/C11H12O2/c1-3-5-9-7-11(13)10(12)6-8(9)4-2/h3-4,6-7,12-13H,1-2,5H2;C11H12O2;176;2.39;4.10;-4.45;2.22;0
Oc1cc(c(cc1O)C=C)C/C=C\Cn1nn[nH]c1=[NH2];28/000000194;InChI=1S/C13H16N5O2/c1-2-9-7-11(19)12(20)8-10(9)5-3-4-6-18-13(14)15-16-17-18/h2-4,7-8,19-20H,1,5-6,14H2,(H,15,17)/b4-3-;C13H15N5O2;273;0.08;4.10;-5.98;3.58;0
C#C[C@@H](c1cc(O)c(cc1C=C)O)N;28/000000003;InChI=1S/C11H11NO2/c1-3-7-5-10(13)11(14)6-8(7)9(12)4-2/h2-3,5-6,9,13-14H,1,12H2/t9-/m0/s1;C11H11NO2;189;0.98;4.21;-3.13;13.00;-150
Oc1cc(c(cc1O)C=C)[C@H](C1=C(C)COC1)F;28/000000158;InChI=1S/C14H15FO3/c1-3-9-4-12(16)13(17)5-10(9)14(15)11-7-18-6-8(11)2/h3-5,14,16-17H,1,6-7H2,2H3/t14-/m1/s1;C14H15O3F;250;1.40;4.01;-5.53;15.90;-170
Oc1c(O)cc(c(c1)C=C)C/C=C/CN;28/000000374;InChI=1S/C12H15NO2/c1-2-9-7-11(14)12(15)8-10(9)5-3-4-6-13/h2-4,7-8,14-15H,1,5-6,13H2/b4-3+;C12H15NO2;205;1.59;4.62;-2.80;2.22;0
Oc1c(O)cc(c(c1)C=C)CC(=O)OCCC/C=C/C;28/000000449;InChI=1S/C16H20O4/c1-3-5-6-7-8-20-16(19)11-13-10-15(18)14(17)9-12(13)4-2/h3-5,9-10,17-18H,2,6-8,11H2,1H3/b5-3+;C16H20O4;276;2.92;4.04;-0.89;3.58;-40
Oc1ccc(cc1O)C(=C)CN;28/000000384;InChI=1S/C9H11NO2/c1-6(5-10)7-2-3-8(11)9(12)4-7/h2-4,11-12H,1,5,10H2;C9H11NO2;165;0.77;4.48;-5.26;2.22;0
Oc1c(O)cc(c(c1)C=C)C/C=C\Cc1n[nH]c(n1)CN;28/000000548;InChI=1S/C15H18N4O2/c1-2-10-7-12(20)13(21)8-11(10)5-3-4-6-14-17-15(9-16)19-18-14/h2-4,7-8,20-21H,1,5-6,9,16H2,(H,17,18,19)/b4-3-;C15H18N4O2;286;1.60;4.27;-8.19;3.58;-40
Oc1cc(c(cc1O)C=C)CC(=O)OCCC=C;28/000000564;InChI=1S/C14H16O4/c1-3-5-6-18-14(17)9-11-8-13(16)12(15)7-10(11)4-2/h3-4,7-8,15-16H,1-2,5-6,9H2;C14H16O4;248;2.25;4.58;-1.28;2.22;0
Oc1cc(c(cc1O)C=C)CC(=O)OCC=C;28/000000395;InChI=1S/C13H14O4/c1-3-5-17-13(16)8-10-7-12(15)11(14)6-9(10)4-2/h3-4,6-7,14-15H,1-2,5,8H2;C13H14O4;234;2.09;4.44;-1.79;2.22;0
Oc1c(O)cc(c(c1)C=C)C/C=C\[C@@H](NCCO)C1=CCSS1;28/000000521;InChI=1S/C17H21NO3S2/c1-2-12-10-15(20)16(21)11-13(12)4-3-5-14(18-7-8-19)17-6-9-22-23-17/h2-3,5-6,10-11,14,18-21H,1,4,7-9H2/b5-3-/t14-/m1/s1;C17H21NO3S2;351;1.89;4.38;-6.87;5.09;-190
Oc1ccc(cc1O)C(=C)CN;28/000000039;InChI=1S/C9H11NO2/c1-6(5-10)7-2-3-8(11)9(12)4-7/h2-4,11-12H,1,5,10H2;C9H11NO2;165;0.77;4.05;-6.45;2.22;-20
Oc1cc(c(cc1O)C=C)CC(=O)OCCc1snnc1;28/000000567;InChI=1S/C14H14N2O4S/c1-2-9-5-12(17)13(18)6-10(9)7-14(19)20-4-3-11-8-15-16-21-11/h2,5-6,8,17-18H,1,3-4,7H2;C14H14N2O4S;306;2.43;4.66;1.49;3.58;0
Oc1cc(c(cc1O)C=C)C(=O)CCC[C@H]1OCC1;28/000000298;InChI=1S/C15H18O4/c1-2-10-8-14(17)15(18)9-12(10)13(16)5-3-4-11-6-7-19-11/h2,8-9,11,17-18H,1,3-7H2/t11-/m1/s1;C15H18O4;262;2.11;4.20;-7.66;3.58;-150
S[C@H](CCc1n[nH]c(=O)[nH]1)C(=O)c1cc(O)c(cc1C=C)O;28/000000668;InChI=1S/C14H15N3O4S/c1-2-7-5-9(18)10(19)6-8(7)13(20)11(22)3-4-12-15-14(21)17-16-12/h2,5-6,11,18-19,22H,1,3-4H2,(H2,15,16,17,21)/t11-/m1/s1;C14H15N3O4S;321;1.63;4.37;-4.78;6.45;-170
Oc1c(O)cc(c(c1)C=C)[C@H](C=C)Sc1ncc[nH]1;28/000000093;InChI=1S/C14H14N2O2S/c1-3-9-7-11(17)12(18)8-10(9)13(4-2)19-14-15-5-6-16-14/h3-8,13,17-18H,1-2H2,(H,15,16)/t13-/m0/s1;C14H14N2O2S;274;2.26;4.38;-5.75;19.00;-150
Oc1c(c(ccc1O)C(=C)CN)C(=O)C;28/000000107;InChI=1S/C11H13NO3/c1-6(5-12)8-3-4-9(14)11(15)10(8)7(2)13/h3-4,14-15H,1,5,12H2,2H3;C11H13NO3;207;0.61;4.23;-7.37;3.58;-60
Oc1cc(c(cc1OCC)C=C)C(=O)CCCc1nnc[nH]1;28/000000591;InChI=1S/C16H19N3O3/c1-3-11-8-15(22-4-2)14(21)9-12(11)13(20)6-5-7-16-17-10-18-19-16/h3,8-10,21H,1,4-7H2,2H3,(H,17,18,19);C16H19N3O3;301;3.40;4.40;-5.77;6.45;-20
Oc1cc(c(cc1O)C=C)C/C=C\Cc1n[nH]nc1;28/000000258;InChI=1S/C14H15N3O2/c1-2-10-7-13(18)14(19)8-11(10)5-3-4-6-12-9-15-17-16-12/h2-4,7-9,18-19H,1,5-6H2,(H,15,16,17)/b4-3-;C14H15N3O2;257;3.28;4.29;-6.62;3.58;-20
OC(=O)CC[C@H](c1c(C=C)cc(c(c1)O)O)C(=O)OCC;28/000000451;InChI=1S/C15H18O6/c1-3-9-7-12(16)13(17)8-11(9)10(5-6-14(18)19)15(20)21-4-2/h3,7-8,10,16-17H,1,4-6H2,2H3,(H,18,19)/t10-/m1/s1;C15H18O6;294;1.59;4.46;-2.74;4.69;-200
Oc1ccc(cc1O)C(=C)C[NH3+];28/000000056;InChI=1S/C9H11NO2/c1-6(5-10)7-2-3-8(11)9(12)4-7/h2-4,11-12H,1,5,10H2/p+1;C9H12NO2;166;0.77;4.27;-5.55;2.22;-20
Oc1ccc(cc1O)C(=C)CN;28/000000030;InChI=1S/C9H11NO2/c1-6(5-10)7-2-3-8(11)9(12)4-7/h2-4,11-12H,1,5,10H2;C9H11NO2;165;0.77;4.05;-6.45;2.22;-20
Oc1cc(c(cc1O)C=C)[C@H]([NH3+])/C=C\Cc1cnc[nH]1;28/000000623;InChI=1S/C15H17N3O2/c1-2-10-6-14(19)15(20)7-12(10)13(16)5-3-4-11-8-17-9-18-11/h2-3,5-9,13,19-20H,1,4,16H2,(H,17,18)/p+1/b5-3-/t13-/m1/s1;C15H18N3O2;272;1.12;4.37;-5.71;18.50;-150
Oc1cc(c(cc1O)C=C)[C@@H](CS(=O)(=O)N)C(=O)OCC;28/000000507;InChI=1S/C13H17NO6S/c1-3-8-5-11(15)12(16)6-9(8)10(7-21(14,18)19)13(17)20-4-2/h3,5-6,10,15-16H,1,4,7H2,2H3,(H2,14,18,19)/t10-/m1/s1;C13H17NO6S;315;0.44;4.52;-2.25;4.69;-200
Oc1c(O)cc(c(c1)C=C)[C@H](/C=C/C)F;28/000000263;InChI=1S/C12H13FO2/c1-3-5-10(13)9-7-12(15)11(14)6-8(9)4-2/h3-7,10,14-15H,2H2,1H3/b5-3+/t10-/m0/s1;C12H13O2F;208;2.76;4.21;-6.30;13.10;-170
Oc1ccc(cc1O)C(=C)[C@H](n1nc[nH]c1=S)F;28/000000312;InChI=1S/C11H10FN3O2S/c1-6(7-2-3-8(16)9(17)4-7)10(12)15-11(18)13-5-14-15/h2-5,10,16-17H,1H2,(H,13,14,18)/t10-/m0/s1;C11H10N3O2SF;267;2.43;4.21;-7.25;2.22;-190
Oc1cc(C(=S)C2=CC(=O)C2=O)c(cc1O)C=C;28/000000101;InChI=1S/C13H8O4S/c1-2-6-3-9(14)10(15)4-7(6)13(18)8-5-11(16)12(8)17/h2-5,14-15H,1H2;C13H8O4S;260;0.93;4.08;-6.64;19.50;0
Oc1c(O)cc(c(c1)C=C)C/C=C/[C@H]1OC=CC=C1;28/000000064;InChI=1S/C16H16O3/c1-2-12-10-15(17)16(18)11-13(12)6-5-8-14-7-3-4-9-19-14/h2-5,7-11,14,17-18H,1,6H2/b8-5+/t14-/m0/s1;C16H16O3;256;2.90;4.28;-2.19;3.58;-170
Oc1c(O)cc(c(c1)C=C)C/C=C/CN;28/000000380;InChI=1S/C12H15NO2/c1-2-9-7-11(14)12(15)8-10(9)5-3-4-6-13/h2-4,7-8,14-15H,1,5-6,13H2/b4-3+;C12H15NO2;205;1.59;4.77;-2.56;2.22;-20
Oc1c(O)cc(c(c1)C=C)C/C=C\C;28/000000040;InChI=1S/C12H14O2/c1-3-5-6-10-8-12(14)11(13)7-9(10)4-2/h3-5,7-8,13-14H,2,6H2,1H3/b5-3-;C12H14O2;190;2.70;4.05;-5.55;2.22;-20
Oc1cc(c(cc1O)C=C)C/C=C\CN(=O)=O;28/000000153;InChI=1S/C12H13NO4/c1-2-9-7-11(14)12(15)8-10(9)5-3-4-6-13(16)17/h2-4,7-8,14-15H,1,5-6H2/b4-3-;C12H13NO4;235;2.00;4.30;-6.91;2.22;-20
Oc1cc(c(cc1O)C=C)C(=S)[C@@H]1ON=CC1;28/000000340;InChI=1S/C12H11NO3S/c1-2-7-5-9(14)10(15)6-8(7)12(17)11-3-4-13-16-11/h2,4-6,11,14-15H,1,3H2/t11-/m1/s1;C12H11NO3S;249;2.17;4.14;-6.43;17.70;-150
Oc1cc(c(cc1O)C=C)C/C=C\Cc1n[nH]c(n1)CC(=O)C;28/000000677;InChI=1S/C17H19N3O3/c1-3-12-9-14(22)15(23)10-13(12)6-4-5-7-16-18-17(20-19-16)8-11(2)21/h3-5,9-10,22-23H,1,6-8H2,2H3,(H,18,19,20)/b5-4-;C17H19N3O3;313;2.17;4.27;-8.02;5.09;-80
Oc1cc(c(cc1O)C=C)[C@H](S(=O)=O)/C=C\CN(=O)=O;28/000000516;InChI=1S/C12H13NO6S/c1-2-8-6-10(14)11(15)7-9(8)12(20(18)19)4-3-5-13(16)17/h2-4,6-7,12,14-15,20H,1,5H2/b4-3-/t12-/m1/s1;C12H13NO6S;299;0.72;4.13;-5.20;21.10;-170
Oc1cc(c(cc1O)C=C)C(=O)CCC[C@H]1OCC1;28/000000300;InChI=1S/C15H18O4/c1-2-10-8-14(17)15(18)9-12(10)13(16)5-3-4-11-6-7-19-11/h2,8-9,11,17-18H,1,3-7H2/t11-/m1/s1;C15H18O4;262;2.11;4.17;-8.41;3.58;-170
Oc1c(O)cc(c(c1)C=C)C(=O)CCCC(CO)(F)F;28/000000310;InChI=1S/C14H16F2O4/c1-2-9-6-12(19)13(20)7-10(9)11(18)4-3-5-14(15,16)8-17/h2,6-7,17,19-20H,1,3-5,8H2;C14H16O4F2;286;2.15;4.50;-6.87;4.94;-150
Oc1cc(c(cc1O)C=C)CC(=O)OCCC=C;28/000000562;InChI=1S/C14H16O4/c1-3-5-6-18-14(17)9-11-8-13(16)12(15)7-10(11)4-2/h3-4,7-8,15-16H,1-2,5-6,9H2;C14H16O4;248;2.25;4.59;-0.59;2.22;0
Oc1cc(c(cc1O)C=C)C/C=C/CCC(=O)CC;28/000000112;InChI=1S/C16H20O3/c1-3-12-10-15(18)16(19)11-13(12)8-6-5-7-9-14(17)4-2/h3,5-6,10-11,18-19H,1,4,7-9H2,2H3/b6-5+;C16H20O3;260;2.59;4.06;-6.42;3.58;-40
Oc1c(O)cc(c(c1)C=C)C/C=C\Cc1n[nH]c(n1)CN;28/000000546;InChI=1S/C15H18N4O2/c1-2-10-7-12(20)13(21)8-11(10)5-3-4-6-14-17-15(9-16)19-18-14/h2-4,7-8,20-21H,1,5-6,9,16H2,(H,17,18,19)/b4-3-;C15H18N4O2;286;1.60;4.28;-8.93;3.58;-60
Oc1cc(c(cc1O)C=C)C(=O)CCCCCl;28/000000313;InChI=1S/C13H15ClO3/c1-2-9-7-12(16)13(17)8-10(9)11(15)5-3-4-6-14/h2,7-8,16-17H,1,3-6H2;C13H15O3Cl;254;2.88;4.31;-7.11;3.58;0
Oc1ccc(cc1O)C(=C)[C@H](c1nncs1)N;28/000000106;InChI=1S/C11H11N3O2S/c1-6(10(12)11-14-13-5-17-11)7-2-3-8(15)9(16)4-7/h2-5,10,15-16H,1,12H2/t10-/m1/s1;C11H11N3O2S;249;1.63;4.74;-7.57;2.22;-170
Oc1cc(c(cc1O)C=C)C/C=C\CCF;28/000000086;InChI=1S/C13H15FO2/c1-2-10-8-12(15)13(16)9-11(10)6-4-3-5-7-14/h2-4,8-9,15-16H,1,5-7H2/b4-3-;C13H15O2F;222;3.16;4.50;-2.61;2.22;-20
Oc1cc(OC(=O)/C=C/CS(=O)(=O)C)c(cc1O)C=C;28/000000264;InChI=1S/C13H14O6S/c1-3-9-7-10(14)11(15)8-12(9)19-13(16)5-4-6-20(2,17)18/h3-5,7-8,14-15H,1,6H2,2H3/b5-4+;C13H14O6S;298;1.40;4.02;-7.25;5.09;-80
